source,model,repo,issue_idx,map_condition_raw,map_condition,rep,role,precision,recall,f1,success,turns_used,hit_turn_cap,stop_reason,submission_type,total_input_tokens,total_output_tokens,total_cached_tokens,total_cost,cost_source,predicted_files,ground_truth_files,source_path
main,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,27,cochange,temporal_cochange,2,flexible,1.0,0.0833,0.1538,False,5,False,submitted,submit_answer,215886,1283,169152,0.033153,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/27/cochange/rep2.json
main,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,27,cochange,temporal_cochange,3,flexible,1.0,0.0833,0.1538,False,4,False,end_turn,end_turn,215299,1162,77601,0.032992,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/27/cochange/rep3.json
main,mistral/ministral-3b-latest,transformers,27,cochange,temporal_cochange,1,flexible,1.0,0.0833,0.1538,False,5,False,submitted,submit_answer,215278,881,44544,0.021616,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/mistral_ministral-3b-latest/transformers/27/cochange/rep1.json
main,mistral/ministral-3b-latest,transformers,27,cochange,temporal_cochange,2,flexible,1.0,0.0833,0.1538,False,11,False,submitted,submit_answer,506167,901,360128,0.050707,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/mistral_ministral-3b-latest/transformers/27/cochange/rep2.json
main,mistral/ministral-3b-latest,transformers,27,cochange,temporal_cochange,3,flexible,1.0,0.0833,0.1538,False,3,False,submitted,submit_answer,127333,465,43008,0.01278,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/mistral_ministral-3b-latest/transformers/27/cochange/rep3.json
exploratory,mistral/mistral-medium-latest,transformers,27,cochange,temporal_cochange,1,flexible,0.5,0.0833,0.1429,False,11,False,submitted,submit_answer,521329,2169,44608,0.731349,litellm_raw_UNVALIDATED,"['src/transformers/models/t5/tokenization_t5_fast.py', 'src/transformers/models/t5/tokenization_t5.py']","['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/mistral_mistral-medium-latest/transformers/27/cochange/rep1.json
exploratory,mistral/mistral-medium-latest,transformers,27,cochange,temporal_cochange,2,flexible,1.0,0.0833,0.1538,False,20,True,max_turns,max_turns,1032588,2612,93840,1.427712,litellm_raw_UNVALIDATED,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/mistral_mistral-medium-latest/transformers/27/cochange/rep2.json
exploratory,mistral/mistral-medium-latest,transformers,27,cochange,temporal_cochange,3,flexible,1.0,0.0833,0.1538,False,13,False,submitted,submit_answer,625397,1742,0,0.951161,litellm_raw_UNVALIDATED,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/mistral_mistral-medium-latest/transformers/27/cochange/rep3.json
exploratory,claude-haiku-4-5-20251001,transformers,27,none,baseline,1,flexible,0.5,0.0833,0.1429,False,16,False,submitted,submit_answer,138001,2242,0,0.149211,litellm_raw_UNVALIDATED,"['src/transformers/models/t5/tokenization_t5_fast.py', 'src/transformers/models/t5/tokenization_t5.py']","['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/claude-haiku-4-5-20251001/transformers/27/none/rep1.json
exploratory,claude-haiku-4-5-20251001,transformers,27,none,baseline,2,flexible,0.5,0.0833,0.1429,False,16,False,submitted,submit_answer,168850,2365,0,0.180675,litellm_raw_UNVALIDATED,"['src/transformers/models/t5/tokenization_t5_fast.py', 'src/transformers/models/t5/tokenization_t5.py']","['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/claude-haiku-4-5-20251001/transformers/27/none/rep2.json
exploratory,claude-haiku-4-5-20251001,transformers,27,none,baseline,3,flexible,1.0,0.0833,0.1538,False,20,True,max_turns,max_turns,217082,2462,0,0.229392,litellm_raw_UNVALIDATED,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/claude-haiku-4-5-20251001/transformers/27/none/rep3.json
main,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,transformers,27,none,baseline,1,flexible,1.0,0.0833,0.1538,False,2,False,submitted,submit_answer,7220,1394,0,0.001171,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/transformers/27/none/rep1.json
main,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,transformers,27,none,baseline,2,flexible,1.0,0.0833,0.1538,False,5,False,submitted,submit_answer,15484,1390,0,0.001872,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/transformers/27/none/rep2.json
main,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,transformers,27,none,baseline,3,flexible,1.0,0.0833,0.1538,False,3,False,submitted,submit_answer,9911,844,0,0.00118,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/transformers/27/none/rep3.json
main,deepseek/deepseek-v4-flash,transformers,27,none,baseline,1,flexible,1.0,0.0833,0.1538,False,2,False,submitted,submit_answer,7089,458,3328,0.000664,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/deepseek_deepseek-v4-flash/transformers/27/none/rep1.json
main,deepseek/deepseek-v4-flash,transformers,27,none,baseline,2,flexible,1.0,0.0833,0.1538,False,2,False,submitted,submit_answer,5143,498,3328,0.000403,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/deepseek_deepseek-v4-flash/transformers/27/none/rep2.json
main,deepseek/deepseek-v4-flash,transformers,27,none,baseline,3,flexible,1.0,0.0833,0.1538,False,3,False,submitted,submit_answer,13248,888,8320,0.000962,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/deepseek_deepseek-v4-flash/transformers/27/none/rep3.json
exploratory,deepseek/deepseek-v4-pro,transformers,27,none,baseline,1,flexible,1.0,0.0833,0.1538,False,2,False,submitted,submit_answer,5307,363,2432,0.001575,litellm_raw_UNVALIDATED,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/deepseek_deepseek-v4-pro/transformers/27/none/rep1.json
exploratory,deepseek/deepseek-v4-pro,transformers,27,none,baseline,2,flexible,1.0,0.0833,0.1538,False,2,False,submitted,submit_answer,5256,436,2560,0.001561,litellm_raw_UNVALIDATED,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/deepseek_deepseek-v4-pro/transformers/27/none/rep2.json
exploratory,deepseek/deepseek-v4-pro,transformers,27,none,baseline,3,flexible,1.0,0.0833,0.1538,False,2,False,submitted,submit_answer,5163,348,3456,0.001058,litellm_raw_UNVALIDATED,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/exploratory_results/deepseek_deepseek-v4-pro/transformers/27/none/rep3.json
main,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,27,none,baseline,1,flexible,1.0,0.0833,0.1538,False,3,False,end_turn,end_turn,18813,677,6739,0.003228,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/27/none/rep1.json
main,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,27,none,baseline,2,flexible,1.0,0.0833,0.1538,False,3,False,end_turn,end_turn,11580,351,4738,0.001948,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/27/none/rep2.json
main,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,27,none,baseline,3,flexible,1.0,0.0833,0.1538,False,6,False,end_turn,end_turn,63613,1097,34663,0.0102,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/27/none/rep3.json
main,mistral/ministral-3b-latest,transformers,27,none,baseline,1,flexible,1.0,0.0833,0.1538,False,4,False,submitted,submit_answer,11945,499,2752,0.001244,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/mistral_ministral-3b-latest/transformers/27/none/rep1.json
main,mistral/ministral-3b-latest,transformers,27,none,baseline,2,flexible,1.0,0.0833,0.1538,False,7,False,submitted,submit_answer,27944,916,12736,0.002886,recomputed_from_price_sheet,['src/transformers/models/t5/tokenization_t5_fast.py'],"['src/transformers/models/barthez/tokenization_barthez_fast.py', 'src/transformers/models/mbart50/tokenization_mbart50_fast.py', 'src/transformers/models/pegasus/tokenization_pegasus_fast.py', 'src/transformers/models/big_bird/tokenization_big_bird_fast.py', 'src/transformers/models/camembert/tokenization_camembert_fast.py', 'src/transformers/models/xlm_roberta/tokenization_xlm_roberta_fast.py', 'src/transformers/models/reformer/tokenization_reformer_fast.py', 'src/transformers/tokenization_utils_fast.py', 'src/transformers/models/herbert/tokenization_herbert_fast.py', 'src/transformers/models/xlnet/tokenization_xlnet_fast.py', 'src/transformers/models/albert/tokenization_albert_fast.py', 'src/transformers/models/t5/tokenization_t5_fast.py']",/mnt/c/Users/afbla/Documents/Imperial/final_project/study_1/results/mistral_ministral-3b-latest/transformers/27/none/rep2.json
