mechanism,candidate_turn,candidate_files,candidate_f1,final_files,final_f1,n_candidates,stop_reason,study,model,repo,issue_idx,map_type,rep,file
CONTENT_STATED,5,"[""rich/markdown.py""]",0.4,[],0.0,1,end_turn,study_1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,rich,12,none,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/rich/12/none/rep1.json
CONTENT_STATED,21,"[""repositories/stable-diffusion-stability-ai/ldm/models/diffusion/ddpm.py"", ""modules/models/diffusion/ddpm_edit.py""]",0.6666666666666666,[],0.0,1,end_turn,study_1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,stable-diffusion-webui,13,cochange,3,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/stable-diffusion-webui/13/cochange/rep3.json
CONTENT_STATED,7,"[""homeassistant/components/mysensors.py""]",0.0,"[""homeassistant/components/mysensors.py"", ""homeassistant/components/climate/mysensors.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,core,16,freq,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/core/16/freq/rep2.json
CONTENT_STATED,18,"[""fastapi/dependencies/utils.py""]",0.0,[],0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,fastapi,17,cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/fastapi/17/cochange/rep2.json
CONTENT_STATED,6,"[""docs_src/middleware/tutorial001.py""]",0.0,"[""fastapi/routing.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,fastapi,20,ast_compact,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/fastapi/20/ast_compact/rep2.json
CONTENT_STATED,13,"[""src/flask/logging.py"", ""src/flask/app.py""]",1.0,"[""src/flask/logging.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,flask,18,cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/flask/18/cochange/rep2.json
CONTENT_STATED,14,"[""src/flask/logging.py""]",0.6666666666666666,"[""src/flask/logging.py"", ""src/flask/app.py""]",1.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,flask,18,none,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/flask/18/none/rep3.json
CONTENT_STATED,25,"[""gpt_engineer/core/default/steps.py""]",0.0,"[""gpt_engineer/core/chat_to_files.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,11,ast_compact,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/11/ast_compact/rep2.json
CONTENT_STATED,7,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,"[""Gpt_engineer/applications/cli/main.py"", ""Gpt_engineer/core/ai.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,ast_compact,4,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/ast_compact/rep4.json
CONTENT_STATED,8,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,ast_compact,7,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/ast_compact/rep7.json
CONTENT_STATED,5,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py""]",1.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,ast_compact,9,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/ast_compact/rep9.json
CONTENT_STATED,13,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,cochange,12,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/cochange/rep12.json
CONTENT_STATED,12,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,cochange,15,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/cochange/rep15.json
CONTENT_STATED,5,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,cochange,5,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/cochange/rep5.json
CONTENT_STATED,7,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,freq,10,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/freq/rep10.json
CONTENT_STATED,8,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""GPT doesn't need any modifications""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,freq,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/freq/rep2.json
CONTENT_STATED,7,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,"[""gpt_engineer/applications/cli/main.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,freq,8,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/freq/rep8.json
CONTENT_STATED,6,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,none,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/none/rep1.json
CONTENT_STATED,9,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,none,9,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/none/rep9.json
CONTENT_STATED,15,"[""keras/engine/training.py""]",0.33333333333333337,"[""keras/utils/io_utils.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,12,cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/12/cochange/rep2.json
CONTENT_STATED,11,"[""keras/utils/io_utils.py""]",0.0,"[""Keras/utils/io_utils.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,12,cochange,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/12/cochange/rep3.json
CONTENT_STATED,11,"[""keras/engine/training.py""]",0.33333333333333337,"[""keras/utils/io_utils.py"", ""keras/engine/training.py""]",0.28571428571428575,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,12,none,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/12/none/rep3.json
CONTENT_STATED,11,"[""keras/optimizers.py""]",0.0,"[""keras/engine/saving.py""]",1.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,cochange,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/cochange/rep1.json
CONTENT_STATED,14,"[""keras/engine/saving.py""]",1.0,"[""keras/optimizers.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,freq,10,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/freq/rep10.json
CONTENT_STATED,21,"[""keras/optimizers.py""]",0.0,[],0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,freq,12,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/freq/rep12.json
CONTENT_STATED,17,"[""keras/engine/saving.py""]",1.0,"[""keras/optimizers.py"", ""keras/engine/saving.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,freq,7,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/freq/rep7.json
CONTENT_STATED,7,"[""keras/optimizers.py""]",0.0,"[""keras/engine/saving.py""]",1.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,none,10,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/none/rep10.json
CONTENT_STATED,9,"[""keras/optimizers.py""]",0.0,"[""Keras/optimizers.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,none,15,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/none/rep15.json
CONTENT_STATED,10,"[""keras/engine/saving.py""]",1.0,"[""keras/optimizers.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,none,7,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/none/rep7.json
CONTENT_STATED,14,"[""keras/utils/data_utils.py""]",1.0,"[""Keras/utils/data_utils.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,9,freq,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/9/freq/rep2.json
CONTENT_STATED,9,"[""keras/utils/data_utils.py""]",1.0,"[""Keras/utils/data_utils.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,9,none,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/9/none/rep2.json
CONTENT_STATED,11,"[""doc/roadmap""]",0.0,"[""doc/roadmap/README.md""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,localstack,19,ast_compact,4,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/localstack/19/ast_compact/rep4.json
CONTENT_STATED,13,"[""doc/roadmap/README.md""]",0.0,[],0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,localstack,19,ast_compact,6,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/localstack/19/ast_compact/rep6.json
CONTENT_STATED,7,"[""doc/roadmap/README.md""]",0.0,"[""doc/roadmap""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,localstack,19,ast_compact,8,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/localstack/19/ast_compact/rep8.json
CONTENT_STATED,7,"[""pandas/tseries/index.py""]",0.6666666666666666,"[""pandas/tseries/index.py"", ""pandas/tseries/period.py""]",0.5,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,26,ast_compact,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/26/ast_compact/rep3.json
CONTENT_STATED,2,"[""pandas/core/internals.py""]",0.0,"[""pandas/core/generic.py"", ""pandas/core/indexing.py"", ""pandas/core/internals.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,ast_compact,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/ast_compact/rep1.json
CONTENT_STATED,7,"[""pandas/core/internals.py""]",0.0,"[""pandas/core/indexing.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,ast_compact,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/ast_compact/rep2.json
CONTENT_STATED,19,"[""pandas/core/internals.py""]",0.0,"[""Pandas/core/internals.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,none,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/none/rep1.json
CONTENT_STATED,10,"[""requests/sessions.py"", ""requests/adapters.py""]",0.8,"[""requests/api.py"", ""requests/sessions.py"", ""requests/adapters.py""]",1.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,ast_compact,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/ast_compact/rep2.json
CONTENT_STATED,22,"[""requests/sessions.py""]",0.5,"[""requests/sessions.py"", ""requests/adapters.py""]",0.8,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,ast_compact,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/ast_compact/rep3.json
CONTENT_STATED,25,"[""requests/sessions.py""]",0.5,"[""requests/sessions.py"", ""requests/adapters.py""]",0.8,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,cochange,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/cochange/rep1.json
CONTENT_STATED,15,"[""requests/sessions.py""]",0.5,"[""requests/sessions.py"", ""requests/adapters.py""]",0.8,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,freq,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/freq/rep3.json
CONTENT_STATED,9,"[""rich/default_styles.py""]",0.0,"[""rich/default_styles.py"", ""rich/markdown.py""]",0.3333333333333333,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,rich,12,freq,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/rich/12/freq/rep3.json
CONTENT_STATED,6,"[""modules/models/diffusion/ddpm_edit.py"", ""extensions-builtin/LDSR/sd_hijack_ddpm_v1.py""]",0.6666666666666666,"[""https://repo_placeholder/modules/models/diffusion/ddpm_edit.py"", ""https://repo_placeholder/extensions-builtin/LDSR/sd_hijack_ddpm_v1.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,stable-diffusion-webui,13,cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/stable-diffusion-webui/13/cochange/rep2.json
CONTENT_STATED,16,"[""modules/models/diffusion/ddpm_edit.py"", ""extensions-builtin/LDSR/sd_hijack_ddpm_v1.py""]",0.6666666666666666,"[""modules/models/diffusion/ddpm_edit.py"", ""extensions-builtin/LDSR/sd_hijurandom""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,stable-diffusion-webui,13,cochange,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/stable-diffusion-webui/13/cochange/rep3.json
CONTENT_STATED,14,"[""modules/ui_extra_networks_checkpoints.py"", ""extensions-builtin/Lora/ui_extra_networks_lora.py"", ""modules/ui_extra_networks_hypernets.py"", ""modules/ui_extra_networks_textual_inversion.py"", ""modules/api/api.py""]",0.0,"[""modules/ui_extra_networks_checkpoints.py"", ""extensions-builtin/Lora/ui_extra_networks_lora.py"", ""modules/ui_extra_networks_hypernets.py"", ""modules/ui_extra_networks_textual_inversion.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,stable-diffusion-webui,5,ast_compact,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/stable-diffusion-webui/5/ast_compact/rep3.json
CONTENT_STATED,8,"[""modules/ui_extra_networks.py""]",0.6666666666666666,[],0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,stable-diffusion-webui,5,cochange,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/stable-diffusion-webui/5/cochange/rep1.json
CONTENT_STATED,10,"[""thefuck/rules/missing_space_before_subcommand.py""]",0.0,"[""Thefuck/rules/missing_space_before_subcommand.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,10,freq,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/10/freq/rep2.json
CONTENT_STATED,11,"[""thefuck/entrypoints/not_configured.py""]",0.0,"[""Thefuck/entrypoints/not_configured.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,20,ast_compact,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/20/ast_compact/rep2.json
CONTENT_STATED,26,"[""thefuck/entrypoints/not_configured.py""]",0.0,"[""Thefuck/entrypoints/not_configured.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,20,none,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/20/none/rep3.json
CONTENT_STATED,5,"[""thefuck/shells.py""]",1.0,"[""Thefuck/shells.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,5,ast_compact,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/5/ast_compact/rep1.json
CONTENT_STATED,9,"[""thefuck/shells.py""]",1.0,"[""Thefuck/shells.py""]",0.0,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,5,none,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/5/none/rep3.json
CONTENT_STATED,19,"[""src/transformers/modeling_tf_dpr.py"", ""src/transformers/__init__.py""]",0.28571428571428575,"[""src/transformers/modeling_tf_dpr.py"", ""src/transformers/__init__.py"", ""src/transformers/convert_pytorch_checkpoint_to_tf2.py"", ""src/transformers/utils/dummy_tf_objects.py""]",0.6666666666666665,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,5,none,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/5/none/rep2.json
CONTENT_STATED,8,"[""yt_dlp/options.py""]",1.0,"[""yt_dlp/YoutubeDL.py"", ""yt_dlp/options.py""]",0.6666666666666666,1,end_turn,study_1,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,yt-dlp,41,none,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/yt-dlp/41/none/rep1.json
CONTENT_STATED,3,"[""homeassistant/components/notify/html5.py""]",1.0,[],0.0,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,core,20,all_tools,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/core/20/all_tools/rep1.json
CONTENT_STATED,6,"[""fastapi/utils.py""]",0.0,[],0.0,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,17,temporal_cochange,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/fastapi/17/temporal_cochange/rep1.json
CONTENT_STATED,9,"[""src/flask/logging.py"", ""src/flask/app.py""]",1.0,[],0.0,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,all_tools,2,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/flask/18/all_tools/rep2.json
CONTENT_STATED,6,"[""src/flask/logging.py"", ""src/flask/app.py""]",1.0,"[""src/flask/logging.py""]",0.6666666666666666,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,temporal_frequency,2,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/flask/18/temporal_frequency/rep2.json
CONTENT_STATED,9,"[""gpt_engineer/core/chat_to_files.py"", ""gpt_engineer/core/default/steps.py""]",0.0,"[""gpt_engineer/core/chat_to_files.py"", ""gpt_engineer/core/diff.py""]",0.6666666666666666,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,11,temporal_cochange,3,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/gpt-engineer/11/temporal_cochange/rep3.json
CONTENT_STATED,11,"[""gpt_engineer/core/ai.py""]",1.0,"[""gpt_engineer/core/token_usage.py""]",0.0,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,all_tools,6,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/gpt-engineer/9/all_tools/rep6.json
CONTENT_STATED,9,"[""keras/optimizers.py""]",0.0,[],0.0,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,5,temporal_frequency,5,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/keras/5/temporal_frequency/rep5.json
CONTENT_STATED,6,"[""pandas/core/reshape/pivot.py"", ""pandas/core/frame.py""]",0.5,[],0.0,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,pandas,38,structural,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/pandas/38/structural/rep1.json
CONTENT_STATED,6,"[""rich/markdown.py""]",0.4,"[""rich/markdown.py"", ""rich/syntax.py""]",0.6666666666666666,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,rich,12,structural,2,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/rich/12/structural/rep2.json
CONTENT_STATED,21,"[""src/transformers/modeling_tf_auto.py"", ""docs/source/model_doc/dpr.rst""]",0.28571428571428575,[],0.0,1,end_turn,study_2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,transformers,5,structural,3,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/transformers/5/structural/rep3.json
CONTENT_STATED,25,"[""fastapi/dependencies/utils.py""]",0.0,"[""/fastapi/dependencies/utils.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,fastapi,17,structural,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/fastapi/17/structural/rep1.json
CONTENT_STATED,13,"[""docs_src/middleware/tutorial001.py""]",0.0,"[""docs_src/middleware/tutorial001.py"", ""docs_src/background_tasks/tutorial001.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,fastapi,20,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/fastapi/20/temporal_frequency/rep3.json
CONTENT_STATED,8,"[""gpt_engineer/core/default/steps.py""]",0.0,"[""gpt_engineer/core/chat_to_files.py"", ""gpt_engineer/core/default/steps.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,11,all_tools,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/11/all_tools/rep1.json
CONTENT_STATED,8,"[""gpt_engineer/core/default/steps.py""]",0.0,"[""gpt_engineer/core/chat_to_files.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,11,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/11/temporal_frequency/rep3.json
